Name,Country,Region,Winery,Rating,NumberOfRatings,Year,Price
Veneto Rosso del Bepi 2010,Italy,Veneto,Quintarelli Giuseppe,4.4,108,2010,115.92
Taurasi 2015,Italy,Taurasi,Feudi di San Gregorio,4.1,108,2015,17.45
Tributo Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.7,108,2018,9.64
Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château Les Hauts-Conseillants,4.0,108,2014,20.37
Coteaux Du Languedoc La Clape L'Hospitalitas 2015,France,La Clape,Gérard Bertrand,4.4,108,2015,71.39
Shiraz 2015,South Africa,Stellenbosch,Kaapzicht,4.0,108,2015,15.55
Gigondas Valbelle 2015,France,Gigondas,Château de Saint Cosme,4.3,108,2015,49.95
Primitivo di Manduria 2018,Italy,Primitivo di Manduria,Terre di Campo Sasso,4.1,108,2018,8.28
Redhill Pinotage 2017,South Africa,Stellenbosch,Simonsig,4.2,108,2017,19.40
Finca Dofí 2017,Spain,Priorat,Álvaro Palacios,4.4,108,2017,69.95
Unique Selection 2015,Chile,Colchagua Valley,Siegel,4.2,108,2015,28.90
Sud Malvasia Nera 2016,Italy,Salento,San Marzano,3.9,108,2016,7.25
Alboreto Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,Talosa,3.9,108,2016,14.13
Tempranillo Reserva 2010,Spain,Rioja,Bodegas Amaren,4.2,108,2010,34.90
Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Picon,3.5,108,2017,7.35
Valpolicella Valpantena 2017,Italy,Valpolicella Valpantena,Costa Arente,3.8,108,2017,15.67
Poggio Al Tufo Alicante 2015,Italy,Maremma Toscana,Tommasi,3.9,108,2015,20.32
Conde de Valdemar Reserva 2012,Spain,Rioja,Bodegas Valdemar,4.0,108,2012,13.26
Rondeur Appassimento 2018,France,Pays d'Oc,Domaine La Grange,4.2,108,2018,9.37
Zarihs Syrah 2016,Spain,Campo de Borja,Borsao,4.1,108,2016,15.69
Merlot Selección 2016,Spain,Extremadura,Coloma,4.0,108,2016,11.95
Tinto 2000,Spain,Castilla y León,Dehesa La Granja,4.1,108,2000,35
Siebeneich Merlot Riserva 2016,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,108,2016,19.01
Cabernet Sauvignon 2017,South Africa,Stellenbosch,Stark-Condé,3.8,108,2017,11.99
Amarone 2012,Italy,Amarone della Valpolicella,Musella,4.2,108,2012,29.12
Reserva 2012,Spain,Rioja,Ortega Ezquerro,3.9,108,2012,13.95
Palha Canas Tinto 2016,Portugal,Lisboa,Casa Santos Lima,3.6,108,2016,8.90
12 e Mezzo Primitivo del Salento 2017,Italy,Salento,Varvaglione,3.9,1080,2017,7.25
50 & 50 2013,Italy,Toscana,Capannelle,4.4,1081,2013,112
Cabernet Sauvignon de Purcari 2017,Moldova,South Eastern,Château Purcari,4.1,1082,2017,12.98
Ca'Marcanda Promis Toscana 2017,Italy,Toscana,Gaja,4.0,1083,2017,30.90
Cabernet Sauvignon - Merlot 2015,Spain,Somontano,Enate,3.6,1084,2015,9.50
Conde de Valdemar Gran Reserva 2008,Spain,Rioja,Bodegas Valdemar,4.0,1084,2008,19.99
Whole Berry Cabernet Sauvignon 2017,South Africa,Robertson,Springfield Estate,4.1,1084,2017,16.75
Clásico Garnacha 2018,Spain,Campo de Borja,Borsao,3.6,1085,2018,5.99
Sideral 2017,Chile,Cachapoal Valley,Altaïr,4.2,1085,2017,21.45
Charles Wetmore Cabernet Sauvignon 2014,United States,Livermore Valley,Wente,4.0,1086,2014,21.10
Saint-Estèphe 2012,France,Saint-Estèphe,Château de Pez,4.0,1089,2012,33.90
Gran Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Carmen,3.8,1089,2017,11.65
Mentor Cabernet 2013,Australia,Barossa,Peter Lehmann,3.9,109,2013,32.69
Montagne-Saint-Émilion 2016,France,Montagne-Saint-Émilion,Clos de Bouard,4.0,109,2016,27.20
Les Cépages Cabernet Sauvignon 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,109,2018,7.27
L'Esprit Terroir La Clape 2015,France,La Clape,Château Rouquette Sur Mer,3.8,109,2015,14.95
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,109,2015,224.95
Pinot Noir 2017,United States,Central Coast,Ryder Estate,3.7,109,2017,16.72
Malbec 2018,France,Comté Tolosan,Carmelle,3.7,109,2018,6.45
Merlot 2015,United States,Washington,Stimson Estate Cellars,3.6,109,2015,8.29
Blaufränkisch 2017,Austria,Burgenland,Krutzler,3.5,109,2017,8.98
I Sodi del Paretaio 2018,Italy,Chianti,Badia di Morrona,3.5,109,2018,7.99
Villa Blanche Syrah 2017,France,Pays d'Oc,Calmel & Joseph,3.8,109,2017,7.40
Arbossar 2016,Spain,Priorat,Terroir Al Límit Soc. Lda,4.0,109,2016,60
Amarone Della Valpolicella Marta Galli 2007,Italy,Amarone della Valpolicella,Le Ragose,4.3,109,2007,59.90
Vera Cruz Shiraz 2014,South Africa,Stellenbosch,Delheim,4.3,109,2014,35.50
Poggio d'Arna Toscana 2016,Italy,Toscana,Tenuta di Sesta,4.0,109,2016,12.58
Contador Rioja 2014,Spain,Rioja,Bodega Contador (Benjamín Romeo),4.6,109,2014,328.95
Fronsac 2015,France,Fronsac,Château Moulin Haut-Laroque,4.0,109,2015,22.37
Pinot Noir *** 2014,Germany,Baden,Weingut Holger Koch,3.6,109,2014,29.95
Lemberger Trocken 2014,Germany,Württemberg,Grafen Neipperg,3.2,109,2014,9.60
Sestal 2014,Spain,Mallorca,Ses Talaioles,4.2,109,2014,31.68
Pomerol 2012,France,Pomerol,Château Gombaude-Guillot,4.1,109,2012,68.81
Priorat Cruor 2016,Spain,Priorat,Casa Gran del Siurana,4.1,109,2016,20.99
Domaine de la Madone Beaujolais Le Perréon 2018,France,Beaujolais,Jean-Marc Despres,3.7,109,2018,8.67
Saint-Estèphe 2016,France,Saint-Estèphe,Château Clauzet,3.8,109,2016,24.75
Valpolicella Superiore 2014,Italy,Valpolicella,Allegrini,3.7,1092,2014,13.16
The Scribbler Cabernet - Shiraz 2013,Australia,Barossa Valley,Yalumba,3.6,1093,2013,20.76
Boom Boom! Syrah 2016,United States,Columbia Valley,Charles Smith,3.5,1093,2016,18.42
Margaux (Grand Cru Classé) 2010,France,Margaux,Château Prieuré-Lichine,4.2,1094,2010,79
Crianza Tempranillo 2016,Spain,Rioja,Baigorri,3.8,1097,2016,12.60
Berola 2014,Spain,Campo de Borja,Borsao,3.9,1098,2014,14.50
Blaufränkisch 2017,Austria,Burgenland,Rosi Schuster,3.7,110,2017,14.90
Spätburgunder 2017,Germany,Ahr,Jean Stodden,3.5,110,2017,12.40
Brunello di Montalcino Riserva 2011,Italy,Brunello di Montalcino,Biondi-Santi,4.5,110,2011,447.43
Cabernet Sauvignon 2015,Argentina,Uco Valley,DiamAndes,3.8,110,2015,16.99
Italian Collection Tosca 2011,South Africa,Stellenbosch,Morgenster Estate,4.0,110,2011,24.32
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Meerlust,4.1,110,2016,21.34
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Clos des Jacobins,4.2,110,2005,58.95
Nero d'Avola 2018,Italy,Terre Siciliane,Fatascia,3.6,110,2018,7.53
Givry 2017,France,Givry,Joseph Drouhin,3.9,110,2017,19.40
Bordeaux Réserve Rouge 2015,France,Bordeaux,Château Rauzan Despagne,3.4,110,2015,18.90
Bricco Dei Merli Barbera d'Alba 2014,Italy,Barbera d'Alba,Elvio Cogno,3.6,110,2014,19.95
Bandol Rouge 2007,France,Bandol,Gros' Noré,3.9,110,2007,59
Teldeschi Vineyard Zinfandel 2016,United States,Dry Creek Valley,Ravenswood,4.0,110,2016,33.95
Ornato Barolo 2015,Italy,Barolo,Pio Cesare,4.2,110,2015,81.97
Colledilà Chianti Classico Gran Selezione 2016,Italy,Chianti Classico,Ricasoli,4.2,110,2016,45
Pomerol 2013,France,Pomerol,Château La Grave (Trigant de Boisset),3.8,110,2013,31.20
1921 Primitivo di Manduria Riserva 2012,Italy,Primitivo di Manduria,Varvaglione,4.1,110,2012,39.90
Martelo Reserva 2012,Spain,Rioja,Torre de Oña,4.0,110,2012,28.41
Rosso di Montepulciano Prugnolo 2017,Italy,Rosso di Montepulciano,Boscarelli,3.7,110,2017,12.90
Valley Oaks Cabernet Sauvignon 2016,United States,California,Fetzer,3.6,1102,2016,11.19
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Branaire-Ducru,4.2,1103,2005,88.95
The Pundit 2016,United States,Columbia Valley,Tenet Wines,3.9,1104,2016,27.99
Pinot Noir 2016,United States,Los Carneros,Black Stallion,3.9,1105,2016,34.32
Don Maximiano Founder's Reserve 2015,Chile,Aconcagua Valley,Errazuriz,4.4,1106,2015,83.60
Marne 180 Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Tedeschi,4.3,1106,2015,31.90
Chronicon Montepulciano d'Abruzzo 2013,Italy,Montepulciano d'Abruzzo,Cantina Zaccagnini,3.9,1106,2013,11.95
Emilien 2015,France,Côtes de Bordeaux,Château le Puy,4.0,1106,2015,39.90
Pinot Nero 2016,Italy,Südtirol - Alto Adige,Castel Sallegg,3.6,111,2016,11.50
Single Estate Red 2015,Portugal,Alentejano,Azamor,3.9,111,2015,9.65
Pinot Noir 2018,Austria,Neusiedlersee,Pittnauer,3.8,111,2018,11.95
Fronsac 2013,France,Fronsac,Château Moulin Haut-Laroque,3.8,111,2013,17.50
Pinot Noir 2018,Germany,Pfalz,Matthias Gaul,3.7,111,2018,9.90
Vürsù Barbaresco Gallina 2014,Italy,Barbaresco,La Spinetta,4.3,111,2014,115.70
Montesodi Toscana 2016,Italy,Toscana,Castello Nipozzano,4.2,111,2016,44.57
Colle Ambro Rosso Piceno 2017,Italy,Rosso Piceno,Garofoli,3.5,111,2017,7.90
AN/2 2018,Spain,Mallorca,Ànima Negra,4.1,111,2018,19.99
Oraison Côtes du Rhône 2016,France,Côtes-du-Rhône,Badet Clement,3.4,111,2016,8.50
Etna San Lorenzo Rosso 2017,Italy,Etna,Tenuta delle Terre Nere,4.2,111,2017,39.90
Negroamaro 2017,Italy,Puglia,A Mano,3.5,111,2017,6.75
Breg Rosso 2004,Italy,Venezia Giulia,Gravner,4.2,111,2004,95.55
Gigondas Le Claux 2011,France,Gigondas,Château de Saint Cosme,4.3,111,2011,59.95
Côtes du Rhône Villages Sablet 2012,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,111,2012,10.67
Paleo 2016,Italy,Toscana,Le Macchiole,4.5,111,2016,92.05
Dominio de Fontana Garnacha - Syrah 2017,Spain,Uclés,Bodegas Fontana,3.6,111,2017,7.36
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Casanova di Neri,4.0,111,2017,20.90
Carchelo (C) 2017,Spain,Jumilla,Carchelo,3.6,111,2017,8.92
Reserva Rioja (Finca Ygay) 2016,Spain,Rioja,Marqués de Murrieta,4.0,111,2016,18
Barrel Selection Cabernet Sauvignon 2018,Argentina,Uco Valley,Salentein,3.6,111,2018,12.90
Syrah 2016,South Africa,Stellenbosch,Zevenwacht,4.1,111,2016,13.99
Don Antonio Nero d'Avola (Riserva) 2016,Italy,Sicilia,Morgante,4.2,111,2016,25.90
Wunderwerk Spätburgunder 2014,Germany,Rheinhessen,Dreissigacker,3.8,111,2014,27
Clos d'Ora 2015,France,Minervois La Livinière,Gérard Bertrand,4.5,111,2015,229
Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château de Beaucastel,4.6,111,2016,515
Director's Cut Zinfandel 2015,United States,Dry Creek Valley,Francis Ford Coppola,4.1,1110,2015,32.50
Reserva Ribera del Duero 2014,Spain,Ribera del Duero,Condado de Oriza,3.7,1111,2014,14.52
Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Allegrini,4.3,1111,2015,50.69
Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,E. Guigal,4.1,1112,2015,32.54
Reserve Pinot Noir 2014,Argentina,Uco Valley,Salentein,3.8,1114,2014,15.69
Malbec 2018,Argentina,Mendoza,Argento,3.6,1117,2018,9.99
Rioja Reserva 2015,Spain,Rioja,Marqués de Riscal,4.1,11170,2015,15.50
Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,2014,43.77
Plumbago Nero d'Avola Sicilia 2016,Italy,Sicilia,Planeta,3.6,1118,2016,13.93
Vigna Corvino Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,2018,6.32
Cabernet Sauvignon 2016,Romania,Samburesti,Castel Bolovanu,3.3,112,2016,7.90
Códice 2017,Spain,Castilla y León,Dominio de Eguren,3.5,112,2017,5.75
Pinot Noir 2018,South Africa,Walker Bay,Creation,3.9,112,2018,18.99
Aigle Les Murailles Rouge 2015,Switzerland,Aigle,Henri Badoux,3.7,112,2015,23.17
Big G 2015,South Africa,Franschhoek,Holden Manz,4.2,112,2015,23.90
Barbera d'Alba Aves 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,2018,24
Chinon Rouge 2015,France,Chinon,Domaine Gouron,3.5,112,2015,8.75
Bardolino 2016,Italy,Bardolino,Corte Giara,3.5,112,2016,5.90
Provident Shiraz 2016,Australia,Barossa Valley,Soul Growers,3.6,112,2016,24.37
Perdixi 2013,Italy,Isola dei Nuraghi,Olianas,3.7,112,2013,19.50
Puisseguin Saint-Émilion 2013,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,2013,10.75
Pissarres 2017,Spain,Priorat,Costers del Priorat,4.0,112,2017,12.85
Arcidiavolo 2008,Italy,Toscana,Teruzzi & Puthod,4.2,112,2008,17.45
Colheita Alentejano Tinto 2015,Portugal,Alentejano,Monte Cascas,3.6,112,2015,9.65
Malbec 2013,Argentina,Uco Valley,DiamAndes,3.6,1122,2013,16.56
Bordeaux Rouge 2014,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,2014,7.95
Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125,2011,139
Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,2011,76.95
Selvarossa Riserva 2014,Italy,Salice Salentino,Cantine due Palme,4.0,1125,2014,14.95
Rocca Guicciarda Chianti Classico Riserva 2016,Italy,Chianti Classico,Ricasoli,3.7,1129,2016,13.79
Diamond Collection Malbec (Celestial Blue Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.6,113,2017,26.31
Rioja Tempranillo Elaboración Especial 2017,Spain,Rioja,Beronia,3.7,113,2017,11.99
Pomerol 2015,France,Pomerol,Château Moulinet-Lasserre,4.1,113,2015,46.79
1300 Merlot 2016,Argentina,Tupungato,Andeluna,3.3,113,2016,7.70
Tradition Spätburgunder 2017,Germany,Franken,Rudolf Fürst,3.8,113,2017,16.90
Nebbiolo Langhe 2018,Italy,Langhe,Giacomo Fenocchio,3.7,113,2018,16.90
Pinot Noir 2016,United States,California,Spellbound,3.6,113,2016,14.49
Tenuta Belguardo 2015,Italy,Maremma Toscana,Mazzei,3.8,113,2015,49
Kalkmergel Spätburgunder 2014,Germany,Pfalz,Knipser,3.8,113,2014,23.38
Merlot 2015,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,2015,17.79
Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,2017,86.76
Chianti Classico 2016,Italy,Chianti Classico,Monte Guelfo,3.4,113,2016,8.29
Valdehermoso Crianza 2016,Spain,Ribera del Duero,Valderiz,3.7,113,2016,13.50
Bel Noce Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.2,113,2017,9.78
Moulin des Costes Bandol Rouge 2011,France,Bandol,Domaines Bunan,3.7,113,2011,115
Sapaio Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,2016,54.81
Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,2015,13.50
Côtes du Rhône 2016,France,Côtes-du-Rhône,Rocca Maura,3.4,113,2016,7.50
Filo di Seta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,2012,52.87
Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,2011,63.20
Quinta Generation (5th) 2016,Chile,Colchagua Valley,Casa Silva,4.2,113,2016,20.42
Cuvée X 2015,Germany,Pfalz,Knipser,4.1,113,2015,40.65
Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,2017,154.99
Bachgart Blauburgunder 2015,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,2015,42.90
Priorat 2017,Spain,Priorat,Clos Mogador,4.5,113,2017,77.01
Hillside Select Cabernet Sauvignon 2015,United States,Stags Leap District,Shafer,4.6,113,2015,378.98
Bernoota Shiraz - Cabernet 2016,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,2016,20.75
Reserva Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.6,113,2018,6.33
Small Hill Red 2017,Austria,Burgenland,Leo Hillinger,3.6,113,2017,9.17
Margaux (Grand Cru Classé) 2011,France,Margaux,Château Lascombes,4.2,1131,2011,89
Merlot 2016,United States,Columbia Valley,Columbia Winery,3.7,1132,2016,14.84
Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132,2006,129
Conde de Valdemar Gran Reserva 2010,Spain,Rioja,Bodegas Valdemar,4.0,1134,2010,18.79
Syrah 2017,Italy,Terre Siciliane,Cusumano,3.8,1134,2017,7.90
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,2012,38.30
Ganadero 2017,Spain,Méntrida,Canopy,3.6,114,2017,7.45
AS Ladieras 2015,Spain,Campo de Borja,Cuevas de Arom,3.8,114,2015,19.24
Bin 3 Merlot - Cabernet Sauvignon 2016,South Africa,Stellenbosch,Kaapzicht,3.8,114,2016,13.80
Gimblett Gravels Le Sol 2015,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,2015,85.27
Pomerol 2016,France,Pomerol,Château La Renaissance,4.1,114,2016,24.27
Memorious Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,2015,54
Baron Nathaniel Pauillac 2016,France,Pauillac,Baron Philippe de Rothschild,4.2,114,2016,28.08
Saga Médoc 2016,France,Médoc,Barons de Rothschild (Lafite),3.5,114,2016,10.65
Haut-Médoc 2014,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,2014,13.15
Cenit 2012,Chile,Colchagua Valley,Caliterra,4.3,114,2012,38.94
Maldoror 2005,France,Côtes de Bourg,Château Fougas,3.7,114,2005,43.95
Cuvée Juveniles 2017,Australia,Barossa,Torbreck,3.9,114,2017,24.75
Cabernet Veneto 2016,Italy,Veneto,Torresella,3.3,114,2016,6.77
Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,2017,77.01
Purosangue Morellino di Scansano Sangiovese Riserva 2016,Italy,Morellino di Scansano,Terenzi,3.8,114,2016,25.26
Colline Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,La Cabotte,3.7,114,2018,8.98
Estate Perigee (Seven Hills Vineyard) 2013,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,2013,49.50
Pinot Noir Bourgogne 2018,France,Bourgogne,Terres Dorées,3.9,114,2018,16.90
Frauenfeld St. Laurent 2015,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,2015,19.35
Signature Malbec 2017,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,2017,24.75
Crozes-Hermitage Les Jalets 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,2016,19.39
Ripassa Valpolicella Ripasso Superiore 2015,Italy,Valpolicella Ripasso,Zenato,4.2,11433,2015,19.99
La Segreta Il Rosso 2017,Italy,Sicilia,Planeta,3.6,1145,2017,8.36
Zinfandel 2017,United States,California,Woodbridge by Robert Mondavi,3.8,1147,2017,8.39
Margaux (Grand Cru Classé) 2009,France,Margaux,Château Brane-Cantenac,4.2,1149,2009,96.99
Cabernet Sauvignon 2014,Chile,Maipo Valley,Primus,3.8,1149,2014,14.40
La Luna e I Falo Nizza 2015,Italy,Barbera d'Asti,Vite Colte,3.7,115,2015,17.95
Three Pines Cabernet Sauvignon 2016,South Africa,Stellenbosch,Stark-Condé,4.0,115,2016,38.99
Γουμένισσα (Goumenissa) 2015,Greece,Goumenissa,Chatzivaritis Estate,3.7,115,2015,20
Toscana Rosso 2018,Italy,Toscana,Tenuta Il Poggione,3.6,115,2018,7.99
Le Benjamin de Beauregard Pomerol 2016,France,Pomerol,Château Beauregard,3.9,115,2016,34.90
Vigna Del Mandorlo Dolcetto d'Alba 2016,Italy,Dolcetto d'Alba,Elvio Cogno,3.5,115,2016,13.95
Estate Vineyards Syrah (Shiraz) 2017,South Africa,Stellenbosch,Rust En Vrede,4.3,115,2017,23.75
Prima 2006,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,2006,15.15
Cabernet Riserva 2016,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,115,2016,20.19
Centine Rosso 2018,Italy,Toscana,Banfi,3.7,115,2018,8.50
Sangiovese di Romagna Superiore Riserva 2016,Italy,Romagna,Poderi dal Nespoli,3.9,115,2016,16.64
Powerline Syrah 2016,United States,Walla Walla Valley,K Vintners,4.3,115,2016,60.84
Granja Gran Reserva Rioja 2011,Spain,Rioja,Remelluri,4.3,115,2011,49.75
Carnevalè Riserva Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.1,115,2015,25.83
Eloy Escudero Crianza 2014,Spain,Ribera del Duero,Bodegas y Vinedos Escudero,3.7,115,2014,12.43
Rouge 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,2011,77.01
Gran Reserva 2012,Spain,Rioja,Rioja Vega,3.9,115,2012,18.50
Negroamaro Salento Maru 2018,Italy,Salento,Castello Monaci,3.5,115,2018,7.40
1300 Malbec 2018,Argentina,Tupungato,Andeluna,3.7,1150,2018,7.70
Gran Reserva Rioja 2008,Spain,Rioja,Lan,3.9,1152,2008,17.25
Cabernet Sauvignon 2017,United States,California,Barefoot,3.3,1155,2017,6
Cabernet Sauvignon - Merlot 2014,Spain,Somontano,Enate,3.6,1156,2014,19.89
Haut-Médoc 2014,France,Haut-Médoc,Château Beaumont,3.6,1156,2014,15.90
Castelgreve Chianti Classico Riserva 2015,Italy,Chianti Classico,Castelli del Grevepesa,3.6,1157,2015,17.84
Beaujolais-Villages 2019,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,2019,12.14
Jester Cabernet Sauvignon 2017,Australia,McLaren Vale,Mitolo,3.6,116,2017,18.92
Chianti 2018,Italy,Chianti,Monte Guelfo,3.3,116,2018,7.75
Millenium Reserva 2009,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,2009,82.86
Il Messo Governo Toscana 2017,Italy,Toscana,Barbanera,3.7,116,2017,7.79
Reserve Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.2,116,2014,178.96
La Gravette de Certan Pomerol 2013,France,Pomerol,Vieux Château Certan,4.2,116,2013,48.50
Grenache Noir 2018,France,Pays d'Oc,Paul Mas,3.8,116,2018,5.50
Cabernet Sauvignon 2015,South Africa,Western Cape,Laborie,3.4,116,2015,7.18
Maestro Raro 2014,Italy,Toscana,Fèlsina,4.0,116,2014,50.67
Buzzard Kloof Syrah 2014,South Africa,Stellenbosch,Rustenberg,3.6,116,2014,19.80
Grand Reserve 2014,South Africa,Stellenbosch,Delheim,4.1,116,2014,26.95
Aussières Rouge (Red Blend) 2017,France,Pays d'Oc,Château d’Aussières,3.5,116,2017,8.32
Mount Edelstone Shiraz 2014,Australia,Eden Valley,Henschke,4.4,116,2014,179
Amarone della Valpolicella Classico 2016,Italy,Amarone della Valpolicella Classico,Allegrini,4.1,116,2016,50.60
Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Barton,4.2,116,2017,95.53
Reserve 2015,South Africa,Western Cape,Roodeberg,3.5,116,2015,9.95
Saint-Estèphe 2017,France,Saint-Estèphe,Château Phélan Ségur,3.7,116,2017,44.84
Santa Rita Rosso di Valtelina 2014,Italy,Valtellina,Mamete Prevostini,3.5,116,2014,11.50
Limited Release Cabernet Sauvignon 2014,Chile,Rapel Valley,Sutil,4.1,116,2014,11.80
1851 Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Ochagavia,3.3,116,2017,11.47
Château Romassan Rouge 2016,France,Bandol,Domaines Ott,3.9,116,2016,33.90
